instant,dteday,season,temp,hum,windspeed
7857,2011-11-29,4,0.52,0.83,0.0
7858,2011-11-29,4,0.52,0.83,0.0896
7859,2011-11-29,4,0.5,0.88,0.0
7860,2011-11-29,4,0.5,0.88,0.0
7861,2011-11-29,4,0.52,0.83,0.3284
7862,2011-11-29,4,0.5,0.88,0.2836
7863,2011-11-29,4,0.52,0.83,0.2836
7864,2011-11-29,4,0.52,0.77,0.2239
7865,2011-11-29,4,0.54,0.77,0.2836
7866,2011-11-29,4,0.56,0.73,0.4179
7867,2011-11-29,4,0.56,0.73,0.4179
7868,2011-11-29,4,0.5,0.88,0.2985
7869,2011-11-29,4,0.42,0.82,0.4179
7870,2011-11-29,4,0.42,0.77,0.2836
7871,2011-11-29,4,0.4,0.94,0.194
7872,2011-11-29,4,0.4,0.87,0.3284
7873,2011-11-29,4,0.4,0.87,0.2239
7874,2011-11-29,4,0.4,0.87,0.2985
7875,2011-11-29,4,0.4,0.82,0.2985
7876,2011-11-29,4,0.4,0.82,0.3284
7877,2011-11-29,4,0.38,0.87,0.2537
7878,2011-11-29,4,0.38,0.87,0.2537
7879,2011-11-29,4,0.38,0.82,0.2985
7880,2011-11-29,4,0.36,0.76,0.3881
7881,2011-11-30,4,0.36,0.62,0.4179
7882,2011-11-30,4,0.34,0.66,0.3284
7883,2011-11-30,4,0.32,0.7,0.1642
7884,2011-11-30,4,0.32,0.7,0.1642
7885,2011-11-30,4,0.3,0.75,0.2239
7886,2011-11-30,4,0.28,0.81,0.194
7887,2011-11-30,4,0.26,0.87,0.1045
7888,2011-11-30,4,0.26,0.81,0.1045
7889,2011-11-30,4,0.28,0.81,0.194
7890,2011-11-30,4,0.3,0.75,0.2836
7891,2011-11-30,4,0.34,0.66,0.2239
7892,2011-11-30,4,0.38,0.54,0.2985
7893,2011-11-30,4,0.36,0.53,0.2836
7894,2011-11-30,4,0.38,0.43,0.3582
7895,2011-11-30,4,0.38,0.43,0.3582
7896,2011-11-30,4,0.36,0.46,0.3284
7897,2011-11-30,4,0.36,0.46,0.2836
7898,2011-11-30,4,0.34,0.49,0.3284
7899,2011-11-30,4,0.34,0.49,0.3284
7900,2011-11-30,4,0.32,0.57,0.2836
7901,2011-11-30,4,0.32,0.57,0.2836
7902,2011-11-30,4,0.32,0.53,0.3881
7903,2011-11-30,4,0.3,0.56,0.2985
7904,2011-11-30,4,0.28,0.52,0.2836
7905,2011-12-01,4,0.28,0.52,0.3284
7906,2011-12-01,4,0.26,0.6,0.2836
7907,2011-12-01,4,0.26,0.56,0.2985
7908,2011-12-01,4,0.26,0.56,0.2537
7909,2011-12-01,4,0.26,0.56,0.2836
7910,2011-12-01,4,0.26,0.56,0.2537
7911,2011-12-01,4,0.24,0.65,0.2836
7912,2011-12-01,4,0.24,0.65,0.3582
7913,2011-12-01,4,0.26,0.6,0.3284
7914,2011-12-01,4,0.3,0.52,0.3284
7915,2011-12-01,4,0.32,0.53,0.2985
7916,2011-12-01,4,0.34,0.49,0.2537
7917,2011-12-01,4,0.36,0.46,0.2239
7918,2011-12-01,4,0.4,0.4,0.2239
7919,2011-12-01,4,0.4,0.4,0.2239
7920,2011-12-01,4,0.4,0.4,0.2239
7921,2011-12-01,4,0.4,0.4,0.194
7922,2011-12-01,4,0.36,0.46,0.1343
7923,2011-12-01,4,0.36,0.43,0.1045
7924,2011-12-01,4,0.34,0.46,0.1045
7925,2011-12-01,4,0.34,0.46,0.1045
7926,2011-12-01,4,0.3,0.61,0.1045
7927,2011-12-01,4,0.3,0.61,0.0
7928,2011-12-01,4,0.26,0.7,0.0896
7929,2011-12-02,4,0.26,0.7,0.0896
7930,2011-12-02,4,0.24,0.75,0.0
7931,2011-12-02,4,0.24,0.75,0.0
7932,2011-12-02,4,0.22,0.8,0.0
7933,2011-12-02,4,0.22,0.8,0.0
7934,2011-12-02,4,0.22,0.8,0.0896
7935,2011-12-02,4,0.22,0.8,0.0
7936,2011-12-02,4,0.22,0.87,0.0896
7937,2011-12-02,4,0.24,0.87,0.0
7938,2011-12-02,4,0.28,0.81,0.0
7939,2011-12-02,4,0.3,0.75,0.2239
7940,2011-12-02,4,0.34,0.66,0.1642
7941,2011-12-02,4,0.36,0.57,0.1343
7942,2011-12-02,4,0.4,0.47,0.1343
7943,2011-12-02,4,0.42,0.44,0.1045
7944,2011-12-02,4,0.42,0.41,0.0896
7945,2011-12-02,4,0.42,0.41,0.0896
7946,2011-12-02,4,0.42,0.38,0.0
7947,2011-12-02,4,0.4,0.5,0.0
7948,2011-12-02,4,0.34,0.53,0.2537
7949,2011-12-02,4,0.38,0.4,0.2836
7950,2011-12-02,4,0.34,0.49,0.194
7951,2011-12-02,4,0.32,0.53,0.194
7952,2011-12-02,4,0.32,0.53,0.2836
7953,2011-12-03,4,0.3,0.56,0.2537
7954,2011-12-03,4,0.26,0.65,0.194
7955,2011-12-03,4,0.26,0.65,0.1642
7956,2011-12-03,4,0.24,0.7,0.1343
7957,2011-12-03,4,0.22,0.75,0.1343
7958,2011-12-03,4,0.24,0.7,0.0896
7959,2011-12-03,4,0.24,0.65,0.1045
7960,2011-12-03,4,0.22,0.75,0.0896
7961,2011-12-03,4,0.24,0.75,0.0896
7962,2011-12-03,4,0.26,0.7,0.1045
7963,2011-12-03,4,0.32,0.61,0.1343
7964,2011-12-03,4,0.32,0.57,0.0896
7965,2011-12-03,4,0.36,0.5,0.0
7966,2011-12-03,4,0.36,0.5,0.0896
7967,2011-12-03,4,0.36,0.46,0.0
7968,2011-12-03,4,0.38,0.46,0.0
7969,2011-12-03,4,0.38,0.46,0.0
7970,2011-12-03,4,0.36,0.62,0.0
7971,2011-12-03,4,0.34,0.53,0.1343
7972,2011-12-03,4,0.3,0.61,0.0896
7973,2011-12-03,4,0.3,0.61,0.0896
7974,2011-12-03,4,0.3,0.61,0.0896
7975,2011-12-03,4,0.32,0.61,0.0896
7976,2011-12-03,4,0.3,0.7,0.1343
7977,2011-12-04,4,0.3,0.7,0.1045
7978,2011-12-04,4,0.3,0.75,0.0896
7979,2011-12-04,4,0.26,0.81,0.0
7980,2011-12-04,4,0.28,0.75,0.0
7981,2011-12-04,4,0.26,0.87,0.0
7982,2011-12-04,4,0.26,0.81,0.0
7983,2011-12-04,4,0.24,0.93,0.0
7984,2011-12-04,4,0.26,0.87,0.0
7985,2011-12-04,4,0.26,0.87,0.0
7986,2011-12-04,4,0.3,0.81,0.0
7987,2011-12-04,4,0.32,0.81,0.1343
7988,2011-12-04,4,0.34,0.81,0.1642
7989,2011-12-04,4,0.36,0.81,0.1642
7990,2011-12-04,4,0.4,0.66,0.2239
7991,2011-12-04,4,0.42,0.62,0.1343
7992,2011-12-04,4,0.42,0.62,0.194
7993,2011-12-04,4,0.42,0.58,0.2239
7994,2011-12-04,4,0.38,0.76,0.1343
7995,2011-12-04,4,0.38,0.71,0.0
7996,2011-12-04,4,0.38,0.76,0.0
7997,2011-12-04,4,0.36,0.76,0.1343
7998,2011-12-04,4,0.36,0.81,0.1045
7999,2011-12-04,4,0.34,0.87,0.1045
8000,2011-12-04,4,0.34,0.87,0.1045
8001,2011-12-05,4,0.32,0.87,0.0896
8002,2011-12-05,4,0.32,0.87,0.0
8003,2011-12-05,4,0.32,0.87,0.0
8004,2011-12-05,4,0.32,0.87,0.0
8005,2011-12-05,4,0.3,0.87,0.1045
8006,2011-12-05,4,0.3,0.87,0.1045
8007,2011-12-05,4,0.3,0.93,0.0896
8008,2011-12-05,4,0.32,0.9,0.0
8009,2011-12-05,4,0.32,0.93,0.0
8010,2011-12-05,4,0.36,0.87,0.0896
8011,2011-12-05,4,0.36,0.87,0.0896
8012,2011-12-05,4,0.36,0.87,0.0896
8013,2011-12-05,4,0.4,0.76,0.1045
8014,2011-12-05,4,0.42,0.71,0.0896
8015,2011-12-05,4,0.46,0.67,0.0
8016,2011-12-05,4,0.46,0.72,0.0896
8017,2011-12-05,4,0.5,0.63,0.0896
8018,2011-12-05,4,0.42,0.77,0.0
8019,2011-12-05,4,0.44,0.77,0.0
8020,2011-12-05,4,0.46,0.77,0.0
8021,2011-12-05,4,0.46,0.82,0.1045
8022,2011-12-05,4,0.44,0.88,0.0896
8023,2011-12-05,4,0.44,0.88,0.1343
8024,2011-12-05,4,0.46,0.88,0.1343
8025,2011-12-06,4,0.5,0.77,0.2985
8026,2011-12-06,4,0.46,0.88,0.2985
8027,2011-12-06,4,0.46,0.87,0.194
8028,2011-12-06,4,0.46,0.87,0.194
8029,2011-12-06,4,0.46,0.88,0.2239
8030,2011-12-06,4,0.46,0.88,0.2239
8031,2011-12-06,4,0.44,0.94,0.2836
8032,2011-12-06,4,0.46,0.94,0.194
8033,2011-12-06,4,0.46,0.94,0.194
8034,2011-12-06,4,0.46,0.94,0.2239
8035,2011-12-06,4,0.46,0.94,0.2836
8036,2011-12-06,4,0.46,0.94,0.2537
8037,2011-12-06,4,0.46,1.0,0.2239
8038,2011-12-06,4,0.46,1.0,0.194
8039,2011-12-06,4,0.48,1.0,0.2239
8040,2011-12-06,4,0.5,1.0,0.194
8041,2011-12-06,4,0.46,1.0,0.2537
8042,2011-12-06,4,0.46,1.0,0.2239
8043,2011-12-06,4,0.46,1.0,0.2836
8044,2011-12-06,4,0.46,1.0,0.2985
8045,2011-12-06,4,0.46,1.0,0.2985
8046,2011-12-06,4,0.44,1.0,0.194
8047,2011-12-06,4,0.46,1.0,0.1642
8048,2011-12-06,4,0.46,1.0,0.1642
8049,2011-12-07,4,0.44,1.0,0.194
8050,2011-12-07,4,0.46,1.0,0.2537
8051,2011-12-07,4,0.46,1.0,0.2239
8052,2011-12-07,4,0.46,1.0,0.2239
8053,2011-12-07,4,0.46,1.0,0.1642
8054,2011-12-07,4,0.46,1.0,0.1642
8055,2011-12-07,4,0.48,1.0,0.4179
8056,2011-12-07,4,0.44,1.0,0.1045
8057,2011-12-07,4,0.44,1.0,0.0
8058,2011-12-07,4,0.44,1.0,0.2537
8059,2011-12-07,4,0.44,1.0,0.0896
8060,2011-12-07,4,0.44,1.0,0.0896
8061,2011-12-07,4,0.44,1.0,0.1343
8062,2011-12-07,4,0.44,1.0,0.194
8063,2011-12-07,4,0.44,1.0,0.194
8064,2011-12-07,4,0.42,0.94,0.2239
8065,2011-12-07,4,0.42,0.94,0.194
8066,2011-12-07,4,0.4,1.0,0.3284
8067,2011-12-07,4,0.4,0.94,0.2985
8068,2011-12-07,4,0.34,0.87,0.6418
8069,2011-12-07,4,0.34,0.87,0.6418
8070,2011-12-07,4,0.3,0.87,0.5224
8071,2011-12-07,4,0.24,0.93,0.4478
8072,2011-12-07,4,0.24,0.93,0.3881
8073,2011-12-08,4,0.26,0.87,0.2985
8074,2011-12-08,4,0.26,0.81,0.3582
8075,2011-12-08,4,0.28,0.65,0.2239
8076,2011-12-08,4,0.26,0.6,0.2985
8077,2011-12-08,4,0.24,0.6,0.4627
8078,2011-12-08,4,0.22,0.64,0.2239
8079,2011-12-08,4,0.22,0.55,0.2836
8080,2011-12-08,4,0.22,0.6,0.2239
8081,2011-12-08,4,0.22,0.55,0.2836
8082,2011-12-08,4,0.24,0.52,0.3881
8083,2011-12-08,4,0.26,0.52,0.3284
8084,2011-12-08,4,0.28,0.52,0.2537
8085,2011-12-08,4,0.28,0.52,0.3284
8086,2011-12-08,4,0.3,0.49,0.3582
8087,2011-12-08,4,0.32,0.45,0.2537
8088,2011-12-08,4,0.32,0.45,0.1343
8089,2011-12-08,4,0.32,0.45,0.194
8090,2011-12-08,4,0.3,0.49,0.1045
8091,2011-12-08,4,0.28,0.52,0.2239
8092,2011-12-08,4,0.26,0.56,0.1045
8093,2011-12-08,4,0.26,0.6,0.1045
8094,2011-12-08,4,0.28,0.61,0.0896
8095,2011-12-08,4,0.26,0.65,0.1343
8096,2011-12-08,4,0.24,0.7,0.1045
8097,2011-12-09,4,0.24,0.65,0.0
8098,2011-12-09,4,0.24,0.65,0.0
8099,2011-12-09,4,0.24,0.7,0.0
8100,2011-12-09,4,0.22,0.8,0.0
8101,2011-12-09,4,0.22,0.8,0.0
8102,2011-12-09,4,0.22,0.8,0.0
8103,2011-12-09,4,0.22,0.8,0.0896
8104,2011-12-09,4,0.22,0.75,0.0896
8105,2011-12-09,4,0.24,0.81,0.0
8106,2011-12-09,4,0.26,0.81,0.0896
8107,2011-12-09,4,0.3,0.7,0.1642
8108,2011-12-09,4,0.32,0.7,0.2537
8109,2011-12-09,4,0.36,0.57,0.2985
8110,2011-12-09,4,0.38,0.5,0.194
8111,2011-12-09,4,0.38,0.46,0.2836
8112,2011-12-09,4,0.38,0.46,0.2836
8113,2011-12-09,4,0.36,0.62,0.1343
8114,2011-12-09,4,0.34,0.66,0.1045
8115,2011-12-09,4,0.34,0.61,0.0
8116,2011-12-09,4,0.34,0.61,0.0
8117,2011-12-09,4,0.3,0.81,0.0
8118,2011-12-09,4,0.3,0.75,0.0
8119,2011-12-09,4,0.28,0.87,0.0
8120,2011-12-09,4,0.28,0.81,0.0
8121,2011-12-10,4,0.26,0.81,0.1045
8122,2011-12-10,4,0.26,0.7,0.1642
8123,2011-12-10,4,0.28,0.61,0.0896
8124,2011-12-10,4,0.28,0.61,0.0896
8125,2011-12-10,4,0.26,0.65,0.1045
8126,2011-12-10,4,0.26,0.6,0.1642
8127,2011-12-10,4,0.24,0.65,0.1045
8128,2011-12-10,4,0.24,0.65,0.194
8129,2011-12-10,4,0.26,0.65,0.1343
8130,2011-12-10,4,0.28,0.61,0.2836
8131,2011-12-10,4,0.32,0.57,0.2537
8132,2011-12-10,4,0.32,0.53,0.4179
8133,2011-12-10,4,0.32,0.45,0.4179
8134,2011-12-10,4,0.34,0.34,0.4179
8135,2011-12-10,4,0.34,0.31,0.3284
8136,2011-12-10,4,0.34,0.34,0.3582
8137,2011-12-10,4,0.32,0.31,0.3881
8138,2011-12-10,4,0.28,0.36,0.3284
8139,2011-12-10,4,0.26,0.38,0.2239
8140,2011-12-10,4,0.26,0.38,0.2836
8141,2011-12-10,4,0.24,0.35,0.2239
8142,2011-12-10,4,0.22,0.44,0.2239
8143,2011-12-10,4,0.22,0.41,0.1343
8144,2011-12-10,4,0.2,0.47,0.1642
8145,2011-12-11,4,0.2,0.51,0.2239
8146,2011-12-11,4,0.16,0.59,0.2239
8147,2011-12-11,4,0.18,0.55,0.2537
8148,2011-12-11,4,0.16,0.59,0.1343
8149,2011-12-11,4,0.16,0.59,0.1642
8150,2011-12-11,4,0.18,0.59,0.1045
8151,2011-12-11,4,0.16,0.59,0.0
8152,2011-12-11,4,0.18,0.55,0.0
8153,2011-12-11,4,0.16,0.69,0.0
8154,2011-12-11,4,0.2,0.59,0.0
8155,2011-12-11,4,0.24,0.44,0.0
8156,2011-12-11,4,0.26,0.35,0.0
8157,2011-12-11,4,0.26,0.35,0.0
8158,2011-12-11,4,0.3,0.31,0.0
8159,2011-12-11,4,0.3,0.28,0.0
8160,2011-12-11,4,0.3,0.26,0.0
8161,2011-12-11,4,0.3,0.26,0.0
8162,2011-12-11,4,0.28,0.3,0.0
8163,2011-12-11,4,0.24,0.48,0.194
8164,2011-12-11,4,0.22,0.55,0.194
8165,2011-12-11,4,0.22,0.55,0.1045
8166,2011-12-11,4,0.22,0.55,0.0
8167,2011-12-11,4,0.22,0.55,0.0
8168,2011-12-11,4,0.2,0.69,0.0
8169,2011-12-12,4,0.2,0.69,0.0896
8170,2011-12-12,4,0.2,0.69,0.0
8171,2011-12-12,4,0.2,0.69,0.0
8172,2011-12-12,4,0.18,0.74,0.0
8173,2011-12-12,4,0.18,0.74,0.0
8174,2011-12-12,4,0.16,0.8,0.0
8175,2011-12-12,4,0.16,0.8,0.1045
8176,2011-12-12,4,0.14,0.86,0.1343
8177,2011-12-12,4,0.16,0.8,0.1045
8178,2011-12-12,4,0.18,0.74,0.0896
8179,2011-12-12,4,0.22,0.69,0.1045
8180,2011-12-12,4,0.26,0.6,0.0896
8181,2011-12-12,4,0.28,0.52,0.1045
8182,2011-12-12,4,0.3,0.52,0.1045
8183,2011-12-12,4,0.32,0.53,0.1343
8184,2011-12-12,4,0.32,0.57,0.1045
8185,2011-12-12,4,0.32,0.57,0.0896
8186,2011-12-12,4,0.3,0.56,0.0
8187,2011-12-12,4,0.3,0.56,0.0896
8188,2011-12-12,4,0.28,0.61,0.0896
8189,2011-12-12,4,0.3,0.56,0.0896
8190,2011-12-12,4,0.26,0.81,0.0
8191,2011-12-12,4,0.26,0.7,0.0
8192,2011-12-12,4,0.24,0.75,0.0
8193,2011-12-13,4,0.22,0.8,0.0
8194,2011-12-13,4,0.2,0.8,0.0
8195,2011-12-13,4,0.2,0.8,0.0
8196,2011-12-13,4,0.18,0.8,0.0
8197,2011-12-13,4,0.2,0.8,0.0
8198,2011-12-13,4,0.18,0.86,0.0
8199,2011-12-13,4,0.2,0.8,0.0
8200,2011-12-13,4,0.16,0.8,0.1642
8201,2011-12-13,4,0.2,0.69,0.1045
8202,2011-12-13,4,0.26,0.6,0.1642
8203,2011-12-13,4,0.3,0.52,0.1642
8204,2011-12-13,4,0.34,0.46,0.2537
8205,2011-12-13,4,0.36,0.43,0.3582
8206,2011-12-13,4,0.4,0.37,0.3284
8207,2011-12-13,4,0.4,0.37,0.2537
8208,2011-12-13,4,0.4,0.35,0.2537
8209,2011-12-13,4,0.38,0.37,0.2537
8210,2011-12-13,4,0.36,0.4,0.194
8211,2011-12-13,4,0.34,0.42,0.2239
8212,2011-12-13,4,0.32,0.49,0.1642
8213,2011-12-13,4,0.32,0.49,0.1642
8214,2011-12-13,4,0.3,0.52,0.1642
8215,2011-12-13,4,0.3,0.52,0.1642
8216,2011-12-13,4,0.26,0.7,0.0
8217,2011-12-14,4,0.26,0.75,0.0
8218,2011-12-14,4,0.26,0.75,0.0
8219,2011-12-14,4,0.26,0.75,0.0
8220,2011-12-14,4,0.28,0.65,0.0
8221,2011-12-14,4,0.26,0.75,0.0
8222,2011-12-14,4,0.26,0.81,0.0
8223,2011-12-14,4,0.26,0.87,0.0
8224,2011-12-14,4,0.28,0.75,0.0
8225,2011-12-14,4,0.26,0.87,0.0
8226,2011-12-14,4,0.3,0.61,0.0
8227,2011-12-14,4,0.32,0.57,0.0
8228,2011-12-14,4,0.34,0.55,0.0
8229,2011-12-14,4,0.36,0.57,0.0896
8230,2011-12-14,4,0.36,0.57,0.1045
8231,2011-12-14,4,0.38,0.54,0.0896
8232,2011-12-14,4,0.38,0.54,0.1045
8233,2011-12-14,4,0.38,0.54,0.1045
8234,2011-12-14,4,0.36,0.57,0.1045
8235,2011-12-14,4,0.36,0.62,0.1642
8236,2011-12-14,4,0.36,0.62,0.1045
8237,2011-12-14,4,0.34,0.66,0.1045
8238,2011-12-14,4,0.34,0.66,0.1642
8239,2011-12-14,4,0.34,0.66,0.1642
8240,2011-12-14,4,0.32,0.7,0.1642
8241,2011-12-15,4,0.32,0.7,0.1642
8242,2011-12-15,4,0.32,0.7,0.1642
8243,2011-12-15,4,0.32,0.7,0.1343
8244,2011-12-15,4,0.32,0.7,0.1343
8245,2011-12-15,4,0.32,0.7,0.2239
8246,2011-12-15,4,0.32,0.7,0.2836
8247,2011-12-15,4,0.32,0.66,0.194
8248,2011-12-15,4,0.32,0.7,0.194
8249,2011-12-15,4,0.34,0.66,0.2239
8250,2011-12-15,4,0.36,0.62,0.2836
8251,2011-12-15,4,0.4,0.58,0.2985
8252,2011-12-15,4,0.4,0.62,0.4179
8253,2011-12-15,4,0.46,0.59,0.4925
8254,2011-12-15,4,0.5,0.55,0.3582
8255,2011-12-15,4,0.52,0.52,0.3284
8256,2011-12-15,4,0.52,0.55,0.2239
8257,2011-12-15,4,0.46,0.72,0.1642
8258,2011-12-15,4,0.52,0.59,0.2836
8259,2011-12-15,4,0.52,0.59,0.2985
8260,2011-12-15,4,0.52,0.59,0.2836
8261,2011-12-15,4,0.52,0.59,0.3284
8262,2011-12-15,4,0.5,0.63,0.2985
8263,2011-12-15,4,0.52,0.63,0.3284
8264,2011-12-15,4,0.52,0.63,0.3284
8265,2011-12-16,4,0.5,0.72,0.3284
8266,2011-12-16,4,0.5,0.72,0.2239
8267,2011-12-16,4,0.48,0.77,0.1045
8268,2011-12-16,4,0.46,0.82,0.1343
8269,2011-12-16,4,0.5,0.59,0.194
8270,2011-12-16,4,0.48,0.44,0.3881
8271,2011-12-16,4,0.44,0.33,0.2985
8272,2011-12-16,4,0.38,0.46,0.2985
8273,2011-12-16,4,0.36,0.46,0.4179
8274,2011-12-16,4,0.36,0.46,0.3881
8275,2011-12-16,4,0.34,0.46,0.2985
8276,2011-12-16,4,0.34,0.42,0.2985
8277,2011-12-16,4,0.34,0.42,0.3582
8278,2011-12-16,4,0.34,0.39,0.3582
8279,2011-12-16,4,0.34,0.42,0.2239
8280,2011-12-16,4,0.32,0.45,0.2985
8281,2011-12-16,4,0.32,0.45,0.2239
8282,2011-12-16,4,0.32,0.45,0.2836
8283,2011-12-16,4,0.32,0.45,0.2537
8284,2011-12-16,4,0.32,0.45,0.2239
8285,2011-12-16,4,0.32,0.45,0.194
8286,2011-12-16,4,0.32,0.45,0.1642
8287,2011-12-16,4,0.3,0.49,0.1642
8288,2011-12-16,4,0.3,0.49,0.1343
8289,2011-12-17,4,0.3,0.49,0.2836
8290,2011-12-17,4,0.3,0.52,0.2537
8291,2011-12-17,4,0.28,0.56,0.2239
8292,2011-12-17,4,0.26,0.6,0.194
8293,2011-12-17,4,0.24,0.65,0.1642
8294,2011-12-17,4,0.26,0.6,0.194
8295,2011-12-17,4,0.26,0.56,0.2836
8296,2011-12-17,4,0.26,0.56,0.2239
8297,2011-12-17,4,0.26,0.56,0.2239
8298,2011-12-17,4,0.26,0.56,0.2537
8299,2011-12-17,4,0.26,0.52,0.2836
8300,2011-12-17,4,0.28,0.45,0.3284
8301,2011-12-17,4,0.28,0.45,0.2836
8302,2011-12-17,4,0.28,0.48,0.2537
8303,2011-12-17,4,0.28,0.45,0.3582
8304,2011-12-17,4,0.28,0.45,0.2836
8305,2011-12-17,4,0.28,0.45,0.2239
8306,2011-12-17,4,0.26,0.48,0.2239
8307,2011-12-17,4,0.26,0.48,0.3881
8308,2011-12-17,4,0.24,0.65,0.3284
8309,2011-12-17,4,0.22,0.69,0.2537
8310,2011-12-17,4,0.2,0.75,0.1642
8311,2011-12-17,4,0.2,0.75,0.1642
8312,2011-12-17,4,0.2,0.75,0.0
8313,2011-12-18,4,0.2,0.75,0.1343
8314,2011-12-18,4,0.2,0.69,0.1045
8315,2011-12-18,4,0.22,0.55,0.1045
8316,2011-12-18,4,0.22,0.55,0.2239
8317,2011-12-18,4,0.22,0.55,0.2239
8318,2011-12-18,4,0.2,0.59,0.1045
8319,2011-12-18,4,0.2,0.59,0.1343
8320,2011-12-18,4,0.2,0.59,0.1642
8321,2011-12-18,4,0.2,0.69,0.0
8322,2011-12-18,4,0.22,0.64,0.1642
8323,2011-12-18,4,0.24,0.6,0.2537
8324,2011-12-18,4,0.24,0.6,0.2239
8325,2011-12-18,4,0.26,0.6,0.2239
8326,2011-12-18,4,0.3,0.49,0.2985
8327,2011-12-18,4,0.3,0.49,0.2836
8328,2011-12-18,4,0.32,0.45,0.2836
8329,2011-12-18,4,0.28,0.48,0.2537
8330,2011-12-18,4,0.28,0.46,0.1642
8331,2011-12-18,4,0.28,0.45,0.194
8332,2011-12-18,4,0.26,0.52,0.1343
8333,2011-12-18,4,0.24,0.6,0.1045
8334,2011-12-18,4,0.22,0.64,0.0
8335,2011-12-18,4,0.22,0.75,0.194
8336,2011-12-18,4,0.2,0.75,0.1045
8337,2011-12-19,4,0.2,0.75,0.0896
8338,2011-12-19,4,0.18,0.8,0.0896
8339,2011-12-19,4,0.18,0.8,0.0896
8340,2011-12-19,4,0.16,0.86,0.0896
8341,2011-12-19,4,0.16,0.86,0.1343
8342,2011-12-19,4,0.14,0.93,0.1045
8343,2011-12-19,4,0.16,0.86,0.1045
8344,2011-12-19,4,0.18,0.74,0.1045
8345,2011-12-19,4,0.2,0.75,0.194
8346,2011-12-19,4,0.22,0.69,0.2239
8347,2011-12-19,4,0.24,0.67,0.194
8348,2011-12-19,4,0.26,0.65,0.2537
8349,2011-12-19,4,0.3,0.61,0.3284
8350,2011-12-19,4,0.34,0.49,0.3284
8351,2011-12-19,4,0.36,0.46,0.2239
8352,2011-12-19,4,0.38,0.46,0.1642
8353,2011-12-19,4,0.4,0.4,0.2537
8354,2011-12-19,4,0.38,0.46,0.194
8355,2011-12-19,4,0.36,0.5,0.194
8356,2011-12-19,4,0.36,0.53,0.1642
8357,2011-12-19,4,0.4,0.4,0.1642
8358,2011-12-19,4,0.36,0.53,0.1343
8359,2011-12-19,4,0.36,0.57,0.1642
8360,2011-12-19,4,0.36,0.53,0.1642
8361,2011-12-20,4,0.36,0.57,0.1045
8362,2011-12-20,4,0.36,0.53,0.0
8363,2011-12-20,4,0.34,0.61,0.0
8364,2011-12-20,4,0.34,0.61,0.0
8365,2011-12-20,4,0.36,0.53,0.1045
8366,2011-12-20,4,0.36,0.57,0.0
8367,2011-12-20,4,0.36,0.57,0.0
8368,2011-12-20,4,0.36,0.62,0.0
8369,2011-12-20,4,0.42,0.54,0.0896
8370,2011-12-20,4,0.36,0.66,0.0
8371,2011-12-20,4,0.42,0.58,0.194
8372,2011-12-20,4,0.4,0.62,0.1642
8373,2011-12-20,4,0.44,0.54,0.1343
8374,2011-12-20,4,0.44,0.54,0.1343
8375,2011-12-20,4,0.44,0.58,0.1045
8376,2011-12-20,4,0.44,0.54,0.0
8377,2011-12-20,4,0.44,0.54,0.0
8378,2011-12-20,4,0.4,0.62,0.1642
8379,2011-12-20,4,0.38,0.66,0.194
8380,2011-12-20,4,0.38,0.66,0.0
8381,2011-12-20,4,0.36,0.66,0.0
8382,2011-12-20,4,0.36,0.66,0.0896
8383,2011-12-20,4,0.36,0.66,0.0
8384,2011-12-20,4,0.38,0.62,0.0
8385,2011-12-21,1,0.34,0.71,0.1343
8386,2011-12-21,1,0.36,0.66,0.1045
8387,2011-12-21,1,0.36,0.71,0.0
8388,2011-12-21,1,0.36,0.71,0.0
8389,2011-12-21,1,0.36,0.71,0.0
8390,2011-12-21,1,0.38,0.82,0.1045
8391,2011-12-21,1,0.36,0.87,0.0
8392,2011-12-21,1,0.36,0.87,0.1045
8393,2011-12-21,1,0.36,0.93,0.0
8394,2011-12-21,1,0.4,0.87,0.2239
8395,2011-12-21,1,0.48,0.82,0.4179
8396,2011-12-21,1,0.48,0.82,0.4179
8397,2011-12-21,1,0.46,0.88,0.3881
8398,2011-12-21,1,0.44,0.94,0.2985
8399,2011-12-21,1,0.48,0.88,0.3582
8400,2011-12-21,1,0.48,0.88,0.3881
8401,2011-12-21,1,0.44,1.0,0.3284
8402,2011-12-21,1,0.44,1.0,0.3284
8403,2011-12-21,1,0.44,1.0,0.2985
8404,2011-12-21,1,0.5,0.94,0.3284
8405,2011-12-21,1,0.5,0.94,0.3582
8406,2011-12-21,1,0.5,0.88,0.2836
8407,2011-12-21,1,0.5,0.88,0.2537
8408,2011-12-21,1,0.5,0.88,0.194
8409,2011-12-22,1,0.5,0.82,0.1045
8410,2011-12-22,1,0.44,0.94,0.0896
8411,2011-12-22,1,0.48,0.82,0.1045
8412,2011-12-22,1,0.44,0.67,0.1642
8413,2011-12-22,1,0.38,0.82,0.1343
8414,2011-12-22,1,0.38,0.82,0.0
8415,2011-12-22,1,0.36,0.87,0.0
8416,2011-12-22,1,0.34,0.93,0.0
8417,2011-12-22,1,0.36,0.87,0.0
8418,2011-12-22,1,0.38,0.87,0.0896
8419,2011-12-22,1,0.4,0.82,0.0896
8420,2011-12-22,1,0.44,0.77,0.0
8421,2011-12-22,1,0.48,0.55,0.0
